Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-09-18,13:41:56.560,91,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:56.650,91,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,864,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:56.750,91,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,864,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:56.850,93,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:56.950,93,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.050,93,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.150,93,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.250,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.350,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.450,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.550,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.650,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,864,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.750,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.850,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:57.950,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:58.050,87,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:58.150,89,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,864,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
2020-09-18,13:41:58.250,89,8.1,0,-7,-3,-1024,5,1024,-205,0,0,0,862,-1,-1,-1,1,-1,1,-1,1,-1,0x0000000000000000,8.0
