Date,Time,RSSI(dB),RxBt(V),mAh(mAh),Volt(V),Amps(A),RPM(rpm),FET(@C),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-11,09:27:36.310,85,8.2,8,50.20,0.6,0,27,-1,0,-1024,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:36.350,85,8.2,8,50.20,0.9,0,27,-1,0,-1024,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:36.450,85,8.2,8,50.20,0.9,0,27,-1,0,-1024,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:36.560,84,8.2,8,50.20,0.8,0,27,-1,0,-1024,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:36.660,84,8.2,8,50.20,0.8,0,27,-1,0,-1024,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:36.760,84,8.2,8,50.20,0.5,47,27,-3,0,-786,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:36.860,84,8.2,8,50.20,1.2,0,27,-2,0,-245,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:36.960,78,8.2,8,50.20,1.2,0,27,-4,0,-144,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.060,78,8.2,8,50.20,0.7,10,27,-2,0,-141,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.160,78,8.2,8,50.20,0.7,10,27,-2,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.260,78,8.2,8,50.20,1.2,40,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.360,78,8.2,8,50.20,0.9,43,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.460,87,8.2,8,50.20,0.9,43,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.560,87,8.2,8,50.20,1.4,45,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.660,87,8.2,9,50.20,1.4,45,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.760,87,8.2,9,50.20,1.0,49,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.860,78,8.2,9,50.20,0.8,50,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:37.960,78,8.2,9,50.20,0.8,50,27,-1,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:38.060,78,8.2,9,50.20,1.3,53,27,-1,-1,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:38.170,78,8.2,9,50.20,1.3,53,27,0,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-07-11,09:27:38.270,82,8.2,9,50.20,1.5,55,27,0,0,-140,2,1019,204,3,0,0,-838,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
