Date,Time,A2(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-22,12:57:00.120,0.0,0,0.0,-2,-1,-1024,2,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:00.190,0.0,0,0.0,-2,-1,-1024,2,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:00.290,0.0,0,0.0,-2,-1,-1024,2,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.060,0.0,0,0.0,-2,-1,-1024,2,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.160,0.0,0,0.0,-2,-1,-1024,3,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.260,0.0,0,0.0,-2,-1,-1024,3,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.360,0.0,0,0.0,-2,-1,-1024,2,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.460,0.0,0,0.0,-2,-1,-1024,2,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.560,0.0,0,0.0,-1,-1,-1024,3,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.660,0.0,0,0.0,-2,-1,-1024,3,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.760,0.0,0,0.0,-2,-1,-1024,3,-209,-205,1024,0,0,-2,-834,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,12:57:02.860,0.0,0,0.0,-2,-1,-1024,2,-209,-205,1024,0,0,-2,-832,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.1
2020-07-22,15:55:15.100,11.1,79,5.0,-19,-2,-945,4,1001,-205,1024,0,0,-1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.190,11.1,79,5.0,-34,-3,-607,4,1002,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.290,11.1,79,5.0,-35,-2,-431,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.390,11.1,79,5.0,18,-2,-431,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.490,11.1,79,5.0,-2,-2,-431,4,1002,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.590,11.1,79,5.0,-2,-2,-431,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.690,11.1,79,5.0,-3,-2,-531,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.790,11.1,80,5.0,-1,-2,-559,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.890,11.1,80,4.9,-2,-2,-563,3,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:15.990,11.1,80,4.9,-2,-2,-564,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.090,11.1,80,4.9,57,-2,-564,4,1002,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.190,11.1,80,4.9,9,-2,-563,4,1002,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.290,11.1,78,4.9,-3,-2,-558,4,1001,-205,1024,0,0,-1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.390,11.1,78,4.9,-2,-2,-555,4,1001,-205,1024,0,0,-1,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.490,11.1,78,4.9,-2,-3,-541,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.590,11.1,78,4.9,-2,-2,-420,3,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.690,11.1,86,4.9,-2,-2,-415,3,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.790,11.1,86,4.9,-2,-2,-413,3,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.890,11.1,86,4.9,17,-2,-413,3,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
2020-07-22,15:55:16.990,11.1,86,4.9,18,-2,-322,4,1001,-205,1024,0,0,-2,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.9
