Date,Time,A2(V),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-16,07:37:31.730,10.8,83,4.9,-1,2,-355,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:31.770,10.8,83,4.9,-1,2,-355,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:31.870,10.8,83,4.9,1,2,-328,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:31.970,10.8,83,4.9,0,2,-184,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.070,10.8,83,4.9,0,2,-182,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.170,10.8,81,4.9,1,2,-180,0,1024,204,1024,0,0,-325,690,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.270,10.8,81,4.9,0,2,-179,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.370,10.8,81,4.9,1,2,-179,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.470,10.8,81,4.9,0,2,-179,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.570,10.8,81,4.9,1,2,-179,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.670,10.8,80,4.9,1,2,-179,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
2020-07-16,07:37:32.770,10.8,80,4.9,1,2,-179,0,1024,204,1024,0,0,-325,691,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.2
