Date,Time,RSSI(dB),RxBt(V),A2(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-25,23:03:05.950,87,7.5,0.0,1,2,-1024,0,980,-205,-22,0,0,250,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.030,90,7.5,0.0,1,2,-1024,-1,980,-205,-22,0,0,252,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.130,90,7.5,0.0,1,1,-1024,0,980,-205,-22,0,0,253,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.230,90,7.5,0.0,0,1,-1024,0,980,-205,-22,0,0,253,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.330,90,7.5,0.0,0,1,-1024,0,980,-205,-22,0,0,253,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.430,89,7.5,0.0,0,2,-1024,0,980,-205,-22,0,0,255,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.530,89,7.5,0.0,0,1,-1024,0,980,-205,-22,0,0,256,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.630,89,7.5,0.0,37,1,-1024,1,980,-205,-22,0,0,258,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.730,89,7.5,0.0,-11,1,-1024,1,980,-205,-22,0,0,258,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.830,89,7.5,0.0,8,1,-1024,1,980,-205,-22,0,0,258,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:06.930,98,7.5,0.0,0,1,-442,1,980,-205,-22,0,0,258,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:07.030,98,7.5,0.0,-1,1,668,1,980,-205,-22,0,0,259,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:07.130,98,7.5,0.0,71,2,1024,1,980,-205,-22,0,0,258,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
2020-07-25,23:03:07.230,98,7.5,0.0,-16,2,968,1,980,-205,-22,0,0,258,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.6
