Date,Time,RSSI(dB),Volt(V),Amps(A),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-17,14:04:02.070,101,24.90,0.2,0,-3,-1,-1024,2,1024,1023,700,0,0,-25,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:02.580,102,24.90,0.4,72,-5,-1,-216,2,1024,1023,700,0,0,-26,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:03.090,103,24.90,1.0,12,-5,0,-375,2,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:03.600,107,24.90,0.9,143,-2,0,-375,2,1024,1023,700,0,0,-25,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:04.120,106,24.90,1.1,337,-2,-1,-376,2,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:04.630,106,24.90,1.7,488,-2,4,-375,1,1024,1023,700,0,0,-25,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:05.140,105,24.90,1.8,614,-3,-1,-372,1,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:05.650,102,24.80,2.3,753,-3,-1,-348,2,1024,1023,700,0,0,-25,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:06.160,104,24.80,2.5,881,-7,24,-326,1,1024,1023,700,0,0,-26,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
2020-02-17,14:04:06.680,102,24.80,3.1,1004,-18,-30,-278,1,1024,1023,700,0,0,-26,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,7.5
