Date,Time,RSSI(dB),RxBt(V),A2(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-02-21,15:53:47.580,75,8.2,0.0,0,1,4,-573,-2,-1024,-615,-18,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:47.680,75,8.2,0.0,0,1,4,-573,-2,-1024,-615,-17,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:47.780,79,8.2,0.0,0,1,4,-573,-2,-1024,-615,-17,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:47.880,79,8.2,0.0,0,1,4,-573,-2,-1024,-615,-17,0,0,-55,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:47.980,79,8.2,0.0,0,1,4,-573,-2,-1024,-615,-17,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.080,79,8.2,0.0,0,1,4,-573,-2,-1024,-615,-18,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.180,79,8.2,0.0,0,1,4,-573,-2,-1024,-615,-17,0,0,-55,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.280,76,8.2,0.0,0,1,4,-573,-2,-1024,-615,-18,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.380,76,8.2,0.0,0,1,4,-573,-2,-1024,-615,-18,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.480,76,8.2,0.0,0,1,4,-573,-2,-1024,-615,-17,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.580,76,8.2,0.0,0,1,4,-573,-2,-1024,-615,-18,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.680,78,8.2,0.0,0,1,4,-573,-2,-1024,-615,-18,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.780,78,8.2,0.0,0,1,4,-573,-2,-1024,-615,-17,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.880,78,8.2,0.0,10,1,4,-573,-2,-1024,-615,-17,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
2020-02-21,15:53:48.980,78,8.2,0.0,10,1,34,-573,-38,-1024,-615,-18,0,0,-54,-609,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000001,7.4
