Date,Time,Rud,Ele,Thr,Ail,S1,6P,S2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2019-12-16,17:45:03.810,8,10,-1024,-8,800,-205,-429,1015,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:04.290,8,10,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:04.790,9,10,-1024,-8,800,-205,-429,1015,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:05.290,8,9,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:05.790,8,10,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:06.290,8,10,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:06.790,9,9,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:07.290,8,9,-1024,-7,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:07.790,8,10,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:08.290,8,9,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:08.790,8,10,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:09.290,8,9,-1024,-7,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:09.790,8,9,-1024,-8,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:10.290,8,9,-1024,-7,800,-205,-429,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:10.790,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:11.290,8,9,-1024,-8,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:11.790,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:12.290,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:12.790,8,9,-1024,-8,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:13.290,8,9,-1024,-7,801,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:13.790,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:14.290,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:14.790,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:15.290,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:15.790,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:16.290,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:16.790,6,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:17.290,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:17.790,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:18.290,6,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:18.790,6,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:19.290,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:19.790,8,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:20.290,8,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:20.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:21.290,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:21.790,6,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:22.290,8,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:22.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:23.290,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:23.790,6,9,-1024,-7,801,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:24.290,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:24.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:25.290,6,9,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:25.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:26.290,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:26.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:27.290,6,8,-1024,-7,801,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:27.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:28.290,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:28.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:29.290,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
2019-12-16,17:45:29.790,6,8,-1024,-7,800,-205,-430,1016,-1024,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,7.5
