Date,Time,RSSI(dB),RxBt(V),A2(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-27,20:32:27.120,0,0.0,0.0,-3,2,538,-1,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.220,0,0.0,0.0,-1,3,540,-1,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.320,0,0.0,0.0,0,3,540,-1,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.420,0,0.0,0.0,1,3,558,-1,1024,1023,-25,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.520,0,0.0,0.0,1,3,563,-1,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.620,0,0.0,0.0,-106,3,544,-1,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.720,0,0.0,0.0,-152,3,258,-1,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.820,0,0.0,0.0,-74,4,-21,42,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:27.930,0,0.0,0.0,1,3,-139,82,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.030,0,0.0,0.0,1,3,-139,-53,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.130,0,0.0,0.0,1,3,-138,-36,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.230,0,0.0,0.0,1,3,-138,-1,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.330,0,0.0,0.0,-671,17,36,429,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.430,0,0.0,0.0,-1024,88,178,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.530,0,0.0,0.0,-1024,76,197,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.630,0,0.0,0.0,-1024,139,271,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.730,0,0.0,0.0,-1024,187,326,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.830,0,0.0,0.0,-1024,304,403,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:28.930,0,0.0,0.0,-1024,321,448,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.030,0,0.0,0.0,-1024,321,450,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.130,0,0.0,0.0,-1024,336,451,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.230,0,0.0,0.0,-1024,309,451,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.330,0,0.0,0.0,-1024,279,452,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.430,0,0.0,0.0,-1024,322,457,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.530,0,0.0,0.0,-1024,338,487,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.630,0,0.0,0.0,-660,221,422,1024,1024,1023,-25,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.730,0,0.0,0.0,-630,225,404,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.830,0,0.0,0.0,-740,208,401,1024,1024,1023,-25,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:29.930,0,0.0,0.0,-841,220,400,1024,1024,1023,-25,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.030,0,0.0,0.0,-944,240,400,1024,1024,1023,-25,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.130,0,0.0,0.0,-927,188,405,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.230,0,0.0,0.0,-925,172,407,1024,1024,1023,-25,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.330,0,0.0,0.0,-976,158,408,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.430,0,0.0,0.0,-978,141,408,1024,1024,1023,-25,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.530,0,0.0,0.0,-979,138,409,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.630,0,0.0,0.0,-980,138,408,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.730,0,0.0,0.0,-981,138,408,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.830,0,0.0,0.0,-1024,139,408,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:30.930,0,0.0,0.0,-1024,105,409,1024,1024,1023,-25,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:31.030,0,0.0,0.0,-1024,89,408,1024,1024,1023,-25,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:31.130,0,0.0,0.0,229,89,409,1024,1024,1023,-26,0,0,-772,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
2020-07-27,20:32:31.230,0,0.0,0.0,305,92,409,1024,1024,1023,-26,0,0,-773,-1,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000000,8.3
