Date,Time,RSSI(dB),RxBt(V),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-08-05,19:09:10.700,103,7.9,840,0,2,-4,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:10.800,97,7.9,838,0,2,-4,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:10.900,97,7.9,838,-1,2,-4,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.000,97,7.9,833,0,2,-4,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.100,97,7.9,991,-141,2,463,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.200,97,7.9,991,-7,2,442,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.300,87,7.9,1096,-3,2,440,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.400,87,7.9,1096,-38,2,355,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.500,87,7.9,1175,-1,2,103,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.610,87,7.9,1174,-1,2,84,-1,1024,1023,298,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.750,79,7.9,1174,-1,2,81,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,1,-1,1,-1,0x000000000000000C,8.0
2020-08-05,19:09:11.890,79,7.9,1220,-1,2,80,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:11.990,79,7.9,1196,-1,2,80,0,1024,1023,298,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.110,79,7.9,1244,-1,2,80,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.210,81,7.9,1244,-1,2,80,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.310,81,7.9,1275,-1,2,80,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.420,81,7.9,1275,-1,2,80,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.560,75,7.9,1291,-1,2,79,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.660,75,7.9,1323,-1,2,79,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.760,75,7.9,1335,-1,2,79,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:12.870,75,7.9,1335,-1,2,80,-1,1024,1023,298,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.010,88,7.9,1341,-1,2,79,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.110,88,7.9,1370,-1,2,80,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.210,88,7.9,1370,-1,17,79,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.320,88,7.9,1383,-1,2,79,-2,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.460,98,7.9,1371,0,1,79,-2,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.560,98,7.9,1371,0,-62,79,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.660,98,7.9,1384,-1,4,79,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.770,98,7.9,1384,-1,18,79,-32,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:13.910,98,7.9,1372,0,2,139,-3,1024,1023,299,0,0,-1,-3,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.010,98,7.9,1402,0,2,139,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.110,98,7.9,1402,-29,17,140,-26,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.220,98,7.9,1389,-158,3,200,-6,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.360,95,7.9,1397,-38,3,204,-3,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.460,95,7.9,1397,0,3,205,-2,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.560,95,7.9,1425,0,3,205,-2,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.670,95,7.9,1404,0,2,205,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.810,97,7.9,1425,1,4,259,171,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:14.910,97,7.9,1425,0,3,261,7,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.010,97,7.9,1410,0,3,261,2,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.120,97,7.9,1410,0,2,261,0,1024,1023,298,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.260,95,7.9,1402,0,3,261,0,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.360,95,7.9,1430,-41,2,261,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.460,95,7.9,1430,-5,18,259,-6,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.570,95,7.9,1453,-3,3,259,-3,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.710,93,7.9,1455,-1,3,259,-2,1024,1023,298,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.810,93,7.9,1495,-1,3,259,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:15.910,93,7.9,1495,-164,3,261,-1,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:16.020,93,7.9,1530,-1,3,263,-3,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:16.160,95,7.9,1518,-1,2,264,-3,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:16.260,95,7.9,1518,0,2,264,-2,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:16.360,95,7.9,1539,0,3,264,11,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:16.470,95,7.9,1539,0,4,264,39,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-08-05,19:09:16.610,96,7.9,1519,0,3,264,54,1024,1023,299,0,0,-1,-4,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
