Date,Time,RSSI(dB),Volt(V),Amps(A),RPM(rpm),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-05-03,07:52:37.200,96,25.00,0.2,0,1,3,-1024,-3,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:37.310,96,25.00,0.3,0,1,3,-1024,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:37.420,96,25.00,0.3,0,1,4,-1024,-2,1024,-1024,1024,0,0,-1,-445,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:37.530,96,25.00,0.3,0,1,3,-598,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:37.650,97,25.00,0.3,87,34,4,-444,-2,1024,-1024,1024,0,0,0,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:37.760,97,25.00,0.3,87,2,3,150,-2,1024,-1024,1024,0,0,-1,-445,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:37.870,97,25.00,0.6,122,1,3,114,-3,1024,-1024,1024,0,0,0,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:37.990,97,25.00,0.9,0,1,4,-300,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.110,86,25.00,0.9,0,1,4,-300,-3,1024,-1024,1024,0,0,-2,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.220,86,25.00,0.7,0,1,3,-300,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.330,86,24.90,1.5,39,1,3,-300,-3,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.440,86,25.00,1.5,39,1,3,-300,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.560,89,25.00,1.1,130,1,4,-300,-2,1024,-1024,1024,0,0,-1,-445,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.670,89,25.00,0.8,169,1,3,-301,-2,1024,-1024,1024,0,0,0,-445,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.790,89,25.00,0.6,169,1,4,-300,-2,1024,-1024,1024,0,0,0,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:38.900,89,25.00,0.6,196,1,4,-300,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:39.020,91,25.00,0.7,235,2,3,-300,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:39.130,91,25.00,0.7,235,2,3,-300,-3,1024,-1024,1024,0,0,0,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:39.240,91,25.00,0.7,254,1,4,-300,-2,1024,-1024,1024,0,0,-1,-444,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:39.360,88,25.00,0.7,291,1,4,-300,-3,1024,-1024,1024,0,0,-1,-445,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
2020-05-03,07:52:39.470,88,25.00,0.8,291,1,3,-300,-2,1024,-1024,1024,0,0,-1,-445,-1,-1,1,-1,-1,-1,1,-1,0x0000000000000009,8.0
